frame_range,final_type,confidence,hitter_role,hitter_x,hitter_y,landing_region,landing_x,landing_y,contact_x,contact_y,landing_frame,contact_frame,landing_predicted,contact_region,classifier_label,classifier_confidence,classifier_topk,classifier_rejected_low_conf,event_type,hitter_track_id,hitter_distance,pose_landmarks,pose_features
"(8, 55)",forehand_lift,0.65,near,3.0629444122314453,4.5194292068481445,mid_front,3.8676271438598633,3.0387306213378906,871.1195520000001,582.2026559999999,55,8,True,mid_mid,forehand_lift,0.6442793011665344,"[{'label': 'forehand_lift', 'confidence': 0.6442793011665344}, {'label': 'forehand_drive', 'confidence': 0.34288647770881653}, {'label': 'backhand_net_shot', 'confidence': 0.008876489475369453}]",False,net_shot,2,0.0,,
"(55, 64)",forehand_lift,0.65,near,2.415658473968506,1.9110643863677979,out,-3.808973550796509,-22.324886322021484,1067.826423540413,761.5091277608765,64,55,False,mid_front,forehand_lift,0.9766552448272705,"[{'label': 'forehand_lift', 'confidence': 0.9766552448272705}, {'label': 'forehand_drive', 'confidence': 0.01861877366900444}, {'label': 'backhand_net_shot', 'confidence': 0.002681105863302946}]",False,smash,1,0.0,,
